Protein,Desc,R1_t4,R2_t5,R1_t7,R2_t9,R21_t6,R22_t6,R21_t9,R22_t9
Clo1313_1682,PpiC-type peptidyl-prolyl cis-trans isomerase  ,18.29135,19.5173575,19.336605,19.3651625,18.83904,18.71662,18.384675,18.9408475
Clo1313_1683,phosphoribosylformylglycinamidine synthase (EC 6.3.5.3)  ,17.195865,17.60349,17.807605,18.3404375,17.331169375,18.41782,17.537375,18.41653875
Clo1313_1685,"transcriptional regulator, XRE family with cupin sensor  ",17.896295,17.69765,17.930095625,18.15684,17.75114,17.88986,18.91776,17.41659
Clo1313_1686,AMP-dependent synthetase and ligase  ,20.37321,20.49176875,20.131015,20.2591,20.483155,19.968075,20.63358,19.95551
Clo1313_1687,Heat shock protein Hsp90-like protein  ,16.76526,17.01541,17.5694625,17.314715,15.67946,15.775255,16.90564,16.41362
Clo1313_1689,ABC transporter related protein  ,15.3582375,8.8,15.90539,16.02823,8.8,8.8,8.8,15.5756
Clo1313_1690,periplasmic solute binding protein  ,8.8,8.8,15.9111,14.59837,8.8,8.8,8.8,16.44683
Clo1313_1694,endoglucanase Cel9W  ,18.549185,18.953665,19.064945,19.29085,17.348385,17.664885,18.63324,18.67182
Clo1313_1696,peptidase M24  ,17.229165,16.6874125,17.383475625,17.357415,17.15395125,17.50464,17.61407,17.544305
Clo1313_1697,protein of unknown function DUF214  ,8.8,15.43141,8.8,8.8,13.55218,14.104179,8.8,8.8
Clo1313_1698,ABC transporter related protein  ,8.8,14.4687275,8.8,8.8,8.8,14.7590275,14.9624325,14.4949025
Clo1313_1701,glycoside hydrolase family 5  ,19.43666,19.38358,19.4899525,19.837185,18.54841,19.2697975,19.32838,19.7101875
Clo1313_1712,"sodium ion-translocating decarboxylase, beta subunit  ",15.966985,17.81353,17.541245,18.88807,18.18409,17.69646,18.32675,17.95345
Clo1313_1716,pyruvate formate-lyase activating enzyme  ,15.73838,16.70186,16.09534,16.974065,17.84091,15.99392,18.2872575,15.65608
Clo1313_1717,formate acetyltransferase  ,21.17096078125,21.05076,21.04268875,21.44478,23.0780275,21.33135234375,23.21152,21.17786625
Clo1313_1720,hypothetical protein  ,8.8,8.8,13.00175,12.45229,8.8,16.12075,15.09932,16.05236
Clo1313_1724,protein of unknown function DUF342  ,15.00697,15.60955,15.58745,15.348245,15.496775,15.86392,16.76597,15.50972
Clo1313_1729,CheW protein  ,12.992985,14.69027,13.39369,13.58817,12.84543,8.8,13.884695,8.8
Clo1313_1730,CheA signal transduction histidine kinase  ,16.22763,16.1670725,17.23226,17.11101,17.029805,14.129815,18.10452,8.8
Clo1313_1734,flagellar biosynthetic protein FlhF  ,13.07611025,14.64874,15.00039,15.075855,15.70967,8.8,16.8971075,8.8
Clo1313_1741,response regulator receiver protein  ,18.13424,18.81449,18.82327,19.03006,18.3753975,16.60796,19.0549,16.58803
Clo1313_1746,flagellar hook-basal body protein  ,15.92736,15.30828,16.558245,16.456775,15.73086,8.8,16.73543,8.8
Clo1313_1759,gid protein  ,14.83648,15.53373,8.8,15.39625,16.11675,14.75957,15.4612825,8.8
Clo1313_1760,DNA topoisomerase I  ,16.16022,16.36487,16.29785,16.78146,15.905285,15.760595,16.500505,15.4677775
Clo1313_1769,protein of unknown function DUF115  ,8.8,13.47677,12.59211,8.8,12.440195,12.10216,11.43575,11.19163
Clo1313_1770,ATP-cone domain protein  ,16.32981,16.64676,17.46804,17.47424,17.70197,18.07892,18.40083,17.75324
Clo1313_1775,cell division protein FtsZ  ,19.8508675,19.939893125,19.784075,19.8446025,19.955985,19.725765,20.521755,19.95026
Clo1313_1776,cell division protein FtsA  ,16.60676,17.4723425,16.726062,17.559415,16.5669075,15.8980875,16.32319,15.808125
Clo1313_1780,domain of unknown function DUF1727  ,16.7274,17.28521,17.44884,17.75868,16.86746,16.91526,17.00533,17.444405
Clo1313_1781,CobB/CobQ domain protein glutamine amidotransferase  ,18.68064,18.97026,18.71379,18.888625,18.97038,18.605805,19.50528,18.663725
Clo1313_1785,Tetratricopeptide TPR_1 repeat-containing protein  ,8.8,12.9177,14.34918,13.599305,8.8,10.06544,8.8,8.8
Clo1313_1788,endoglucanase Cel9P  ,18.31194,18.330725,18.51577375,18.39187,16.4357,18.131295,16.91944,18.58785
Clo1313_1790,hypothetical protein  ,21.46668,21.49777,21.49707,21.91682,21.93634,22.15793,22.14794,22.307405
Clo1313_1791,"hydrogenase, Fe-only  ",22.5417575,22.71169625,23.03237,22.99848,21.925245,22.5723,22.805699375,22.56824
Clo1313_1792,NADH dehydrogenase (quinone)  ,23.2176675,23.6265925,23.83587,23.633455,22.925065,23.437894375,23.559521875,23.4935925
Clo1313_1793,NADH dehydrogenase (ubiquinone) 24 kDa subunit  ,19.0413275,18.93769,19.24856,19.17172,18.7912,20.1517025,19.47712,20.12821
Clo1313_1794,Stage II sporulation protein E  ,17.882790625,18.15402,17.86425,17.56019703125,13.79749,15.554285,14.9618875,15.605605
Clo1313_1795,putative PAS/PAC sensor protein  ,21.50736,21.9469725,22.048605,22.04992,18.7588675,19.98622453125,19.26397,20.21854
Clo1313_1796,hypothetical protein  ,20.514105,20.2706775,21.4519775,21.48251,21.09055,22.68875,21.6775675,22.0879625
Clo1313_1797,aminoglycoside phosphotransferase  ,23.49267,24.16487,24.08152,24.088915,23.98372,24.44601,24.357405,24.40259
Clo1313_1798,acetaldehyde dehydrogenase (EC 1.2.1.10)/alcohol dehydrogenase AdhE (EC 1.1.1.1)  ,25.365365234375,25.491573125,25.79226,25.89972,25.1827276953125,25.90315,25.9791490087891,26.063475
Clo1313_1799,CoA-binding domain protein  ,19.989405,19.848155,19.30422,20.06735,19.212365,20.53523,19.700145,20.72546
Clo1313_1803,polyribonucleotide nucleotidyltransferase  ,20.184325,19.97823375,20.2807940625,20.613945,19.85746875,19.523430390625,20.08853,19.8688553125
Clo1313_1804,SSU ribosomal protein S15P  ,20.40156,20.48111,21.450305,21.395815,19.2678825,21.527035,21.373965,21.1363
Clo1313_1808,glycoside hydrolase family 9  ,15.281245,16.5305325,17.02424,17.686615,14.187485,16.0044825,13.9297875,16.19222
Clo1313_1809,"cellulose 1,4-beta-cellobiosidase (EC 3.2.1.91)  ",21.905985,22.48885,22.58592,23.1582625,20.579064375,22.09483,21.1189875,22.35278625
Clo1313_1810,hypothetical protein  ,13.97259,15.3236,14.3616425,14.5068725,14.48952,13.40893,13.606537,13.470331
Clo1313_1811,protein of unknown function DUF711  ,18.3590575,18.3672,18.207585,18.3841,18.048375,18.3521975,18.7199575,18.505735
Clo1313_1813,periplasmic sensor diguanylate cyclase/phosphodiesterase  ,14.738815,15.3236,15.711685,15.658305,15.14469,8.8,13.382492,8.8
Clo1313_1816,glycoside hydrolase family 5  ,8.8,17.179465,17.10678,17.50694,16.258765,16.1584975,16.10691,8.8
Clo1313_1819,copper amine oxidase-like domain-containing protein  ,19.296475,19.853675,20.80849,20.122273125,18.2560325,17.939225,20.738535,18.76909
Clo1313_1820,methyl-accepting chemotaxis sensory transducer  ,18.490425,18.25431,19.1352475,19.2423025,18.38923,16.9460425,19.63464,16.376525
Clo1313_1821,hypothetical protein  ,8.8,16.02783,16.45116,15.74204,8.8,8.8,8.8,8.8
Clo1313_1823,protein of unknown function DUF74  ,8.8,18.052285,19.33597,18.71081,17.9303325,8.8,18.869005,18.532515
Clo1313_1824,ABC transporter transmembrane region  ,14.41398,14.99236,15.5066675,14.57376,14.76335,16.16963,14.61080925,15.75816825
Clo1313_1825,ABC transporter related protein  ,8.8,15.1265,15.74015,13.672143,8.8,8.8,16.10028,14.88602
Clo1313_1827,iron-containing alcohol dehydrogenase  ,16.24416,18.2107825,16.16652,17.892445,16.955415,8.8,17.2603625,8.8
Clo1313_1828,periplasmic binding protein/LacI transcriptional regulator  ,20.11972,20.2114,20.29627,20.2282675,18.59596,15.8462,19.1881925,15.9641325
Clo1313_1833,Alcohol dehydrogenase GroES domain protein  ,15.24815,15.2470075,13.55154,15.7251175,13.46868,12.80967,13.5129225,12.345545
Clo1313_1846,"GMP synthase, large subunit  ",19.3381575,19.59487,19.36673,19.94448125,19.0291459375,18.690964375,19.404755,18.59741
Clo1313_1847,glutamate dehydrogenase (NADP) (EC 1.4.1.4)  ,20.964815,21.102613125,20.87885,20.93673,21.43522796875,21.18786,21.91846,21.541801875
Clo1313_1848,oxidoreductase FAD/NAD(P)-binding domain protein  ,19.304235,19.0151575,18.465655,19.07236,19.363901,19.30562,19.42212,19.2707775
Clo1313_1849,sulfide dehydrogenase (flavoprotein) subunit SudA (EC 1.8.1.-)  ,19.507035,19.590515,19.03528,19.363855,19.97809,19.80425125,19.948875,19.875745
Clo1313_1852,protein of unknown function DUF111  ,18.184305,18.45271,18.15708,18.45003625,18.040345,17.723015,18.665305,18.16714
Clo1313_1853,1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate (AIR) carboxylase  ,8.8,13.419645,13.25003,13.34575,13.27527,13.29088,10.103443,12.673225
Clo1313_1856,Peptide chain release factor 2  ,17.58478,17.68472,15.4743225,17.01357,18.05207,17.882605,17.96934,18.18665
Clo1313_1858,aminotransferase class I and II  ,18.072275,18.3415725,18.163835,17.925745,16.620855,15.521635,18.497435,14.832715
Clo1313_1859,"transcriptional regulator, AsnC family  ",18.08884,17.46866875,17.11233,17.11101,16.904615,16.27849,18.01032,8.8
Clo1313_1861,hypothetical protein  ,15.931465,16.97154,17.84022,17.80948,15.738275,13.287065,16.8664725,15.62658
Clo1313_1862,thioredoxin  ,23.3942075,23.405065,23.629345,23.545025,22.453535,23.30451,22.950575,23.26073
Clo1313_1867,maltodextrin phosphorylase  ,19.0556225,18.7569625,19.099524375,19.536905,19.0914625,17.79533,20.211015,17.3613625
Clo1313_1870,CoA-substrate-specific enzyme activase  ,11.09054,12.50763,8.8,8.8,8.8,8.8,8.8,8.8
Clo1313_1873,PpiC-type peptidyl-prolyl cis-trans isomerase  ,8.8,17.699475,18.184895,17.16778,8.8,14.67815,8.8,15.8900425
Clo1313_1874,signal peptidase I (EC:3.4.21.89). Serine peptidase. MEROPS family S26A  ,8.8,8.8,15.7081,15.59805,8.8,8.8,16.36545,8.8
Clo1313_1875,fructose-bisphosphate aldolase (EC 4.1.2.13)  ,23.3615675,23.14886,23.081255,23.355454375,24.456395,24.39674,24.5805975,24.577585
Clo1313_1876,phosphofructokinase  ,23.60836,23.27352,23.22472,23.522790625,23.9714,24.0839553125,24.17995,24.05407375
Clo1313_1878,L-lactate dehydrogenase  ,20.97352,21.850615,21.9329825,22.11460375,22.8154475,22.72954,22.93835125,22.7026875
Clo1313_1879,malic protein NAD-binding protein  ,23.43382125,23.65898,23.64603,23.833718125,23.88677,23.3406,23.9702225,23.37173
Clo1313_1881,NAD(P)-dependent iron-only hydrogenase catalytic subunit  ,22.2814975,22.64267,23.110744609375,23.56444,21.862605,23.2336,22.6705,23.5102475
Clo1313_1882,NAD(P)-dependent iron-only hydrogenase diaphorase component flavoprotein  ,22.5496496875,22.548845,23.03379,23.17906,21.695920234375,23.0034924707031,22.13999,23.17645
Clo1313_1883,NAD(P)-dependent iron-only hydrogenase iron-sulfur protein  ,20.50224,20.09614,20.6587625,21.26845,19.670195,21.32449,20.321285,21.437
Clo1313_1885,NAD(P)-dependent iron-only hydrogenase diaphorase component iron-sulfur protein  ,19.3457675,18.411335,19.6808,19.96231,18.366075625,20.7868425,19.0172525,20.51496
Clo1313_1887,DRTGG domain protein  ,16.4678,17.52146,8.8,8.8,16.359135,16.158595,8.8,8.8
Clo1313_1888,Fe-S cluster domain protein  ,16.54585,16.58239,17.026565,16.11556,15.75078,15.671925,16.81674,15.13276
Clo1313_1891,TGS domain-containing protein  ,16.84569,16.5780025,16.90222,17.21661,17.20381,16.7015,17.1389465,16.79617
Clo1313_1896,bacterial peptide chain release factor 3 (bRF-3)  ,15.22073,8.8,15.244415,15.6178175,8.8,15.3647775,8.8,15.603945
Clo1313_1897,conserved repeat domain protein  ,11.74114,11.19044,12.40602,14.3856,8.8,8.8,8.8,8.8
Clo1313_1901,NAD+ synthetase  ,15.58995,15.84295,15.55564,15.80254,14.91865,14.71699,15.1637475,15.2341
Clo1313_1902,valyl-tRNA synthetase (EC 6.1.1.9)  ,18.377575,18.43825,18.2170725,18.628165,18.430075,18.11766,18.676935,18.297505
Clo1313_1906,hypothetical protein  ,17.770395,18.14286,18.48917,18.48839,17.6360375,16.02633,18.19842,15.905525
Clo1313_1907,class II aldolase/adducin family protein  ,12.879925,15.177885,15.07903,15.129945,15.09381,14.11638,16.01009,13.88182
Clo1313_1913,hypothetical protein  ,17.84653225,19.66345775,8.8,18.04986775,8.8,8.8,19.57537775,18.86867
Clo1313_1914,ATPase AAA-2 domain protein  ,17.382225,17.68472,17.37845,17.456763,17.10993125,16.7134425,16.82855,16.701045
Clo1313_1916,"excinuclease ABC, A subunit  ",16.85751,16.718065,16.95457,17.66761,16.547475,15.95339,16.335245,16.781475
Clo1313_1918,Excinuclease ABC subunit B  ,8.8,17.54954,8.8,15.00312,12.80121,13.94835,14.2842,12.99224
Clo1313_1921,DNA topoisomerase (ATP-hydrolyzing)  ,17.82483,17.31724,15.6909375,16.720345,16.145675,14.0521375,8.8,8.8
Clo1313_1922,DNA gyrase subunit B domain protein  ,16.03429,16.35241,16.164995,16.34346,14.09682,8.8,16.43382,8.8
Clo1313_1929,methyl-accepting chemotaxis sensory transducer  ,16.67766,16.79114,16.623265,17.731431,16.558355,16.772979,17.0626425,8.8
Clo1313_1931,phosphoserine aminotransferase apoenzyme (EC 2.6.1.52)  ,18.36129,18.5613625,19.07557,19.37448125,18.57589,19.32162,19.0766675,19.77291
Clo1313_1938,homoserine dehydrogenase (EC 1.1.1.3)  ,18.34104,18.60916,18.11956,18.50722,18.2698225,17.85846,18.29439,17.628745
Clo1313_1944,isocitrate dehydrogenase (NADP) (EC 1.1.1.42)  ,20.552145,20.573295,20.76966,20.93706875,21.26304,21.646805625,21.3627608984375,21.735745
Clo1313_1945,protein of unknown function DUF815  ,17.78298,17.9024225,17.79386,18.14487,17.9344,18.47597,18.129975,18.77958
Clo1313_1946,aldo/keto reductase  ,19.68345,19.40086,19.912975,20.1703334375,21.320935,20.429665,22.074975,19.8688325
Clo1313_1947,"glycogen/starch synthase, ADP-glucose type  ",15.06123,15.5581,16.58688,16.449575,13.3310035,8.8,16.0705275,8.8
Clo1313_1953,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein  ,15.505285,14.254412,15.40897,16.0500125,14.99233,14.386035,16.3873585,14.64176
Clo1313_1954,cellobiose phosphorylase (EC 2.4.1.20)  ,21.7450152734375,21.37268,21.3396,21.85428,21.311345,20.91989,21.5658175,21.3631
Clo1313_1960,glycoside hydrolase family 8  ,20.601245,20.9460975,21.123145,20.94839,20.19173875,19.928715,20.57847375,19.9661325
Clo1313_1963,methyl-accepting chemotaxis sensory transducer  ,13.12212,14.91709,14.3565,14.3715725,8.8,14.93392,12.06182,16.4010875
Clo1313_1967,glutamate-5-semialdehyde dehydrogenase (EC 1.2.1.41)  ,18.98727,18.853005,18.655805,19.11231,19.19245,19.9457825,19.49368,19.903495
Clo1313_1969,peptidase S1 and S6 chymotrypsin/Hap  ,8.8,12.12957,12.13605,12.42941,11.4018,8.8,12.981305,8.8
Clo1313_1972,twitching motility protein  ,8.8,8.8,15.92834,15.63988,8.8,8.8,13.63643,15.85004
Clo1313_1976,ATPase associated with various cellular activities AAA_3  ,14.74149,16.12214,16.19327,16.298135,15.56595875,14.2233025,15.4752525,14.64184
Clo1313_1979,protein of unknown function UPF0027  ,12.347355,12.8894,13.64709,13.7609,12.1616675,13.9035,13.25242,12.7810925
Clo1313_1980,peptidase C11 clostripain  ,16.62244,16.44296,16.2629425,16.66789,15.731525,15.97036,17.12638,16.01563
Clo1313_1985,cadmium-translocating P-type ATPase  ,14.561635,16.01314,15.563505,15.94081,14.224275,8.8,15.785995,8.8
Clo1313_1986,copper amine oxidase-like domain-containing protein  ,16.030835,15.825945,16.9449,15.948445,15.6683175,16.1173075,18.043125,17.15799
Clo1313_1992,aldo/keto reductase  ,18.75,18.65918375,18.6575375,18.79905,18.2925475,18.3088,18.6484,17.76206
Clo1313_1993,"glutaredoxin-like protein, YruB-family  ",14.4256575,15.94531,17.288835,17.94487,16.29783,18.767755,15.9891,17.92922
Clo1313_1994,AMP-dependent synthetase and ligase  ,17.34565,18.0829825,17.77838625,18.30370875,13.776105,14.30988,13.778505,15.08996
Clo1313_2004,UvrD/REP helicase  ,13.333,17.04218,15.56781,14.28652,8.8,8.8,15.43534,8.8
Clo1313_2005,SMC domain protein  ,17.641155,16.87415,16.91929,17.3646475,16.3437,16.21826,17.954665,13.0391715
Clo1313_2006,ADP-ribosylation/Crystallin J1  ,8.8,12.85868275,15.24492,15.6228,12.88876525,8.8,16.413,13.42766725
Clo1313_2015,Glucose-6-phosphate isomerase  ,20.79184,20.741535,20.6845,20.89321,21.15985,21.30068,21.99178,21.31673
Clo1313_2017,phenylalanyl-tRNA synthetase beta subunit (EC 6.1.1.20)  ,19.5702725,19.4811,19.8266075,20.1407925,18.532695,19.46354,19.59309,19.61037
Clo1313_2018,"phenylalanyl-tRNA synthetase, alpha subunit (EC 6.1.1.20)  ",17.45928,18.32083,18.032915625,18.109805,16.7523675,18.1281575,18.449795,18.53337
Clo1313_2020,broad-specificity cellobiase (EC 3.2.1.21)  ,16.55235,17.66919,17.49252,17.726625,18.882745,17.82981,18.090605,17.97889
Clo1313_2027,UvrD/REP helicase  ,15.847385,13.89712,15.779535,15.58679,8.8,15.38605,16.33214,17.50371
Clo1313_2030,response regulator receiver and ANTAR domain protein  ,14.0996,13.19028,15.5933275,12.5941475,13.0008625,13.2128825,12.3119475,10.893328
Clo1313_2031,L-glutamine synthetase (EC 6.3.1.2)  ,18.3257625,18.257805,18.21245,18.778316875,17.14653,17.37649,18.0806825,16.78416
Clo1313_2038,glutamine synthetase catalytic region  ,8.8,13.4010075,8.8,14.87733,12.2403575,13.13954,12.437815,12.571
Clo1313_2045,ribonuclease PH  ,18.089685,17.83092,17.74317,18.271055,18.05025,17.709455,17.967865,18.613875
Clo1313_2047,UDP-galactose 4-epimerase (EC 5.1.3.2)  ,19.271775,19.52575,18.989925,19.521285,19.7729125,19.99395,20.57221,20.1360775
Clo1313_2048,cell wall hydrolase/autolysin  ,8.8,15.3566625,14.96099,16.129645,13.26867,8.8,16.34575,8.8
Clo1313_2049,type IV pilus assembly protein PilM  ,17.85081125,17.95645,17.831465,18.081935,17.7849725,17.392125,17.14203,17.4087525
Clo1313_2051,Holliday junction DNA helicase subunit RuvB  ,14.62253,14.555765,14.50605,14.670035,16.19355,14.791295,16.28512,14.79931
Clo1313_2054,argininosuccinate synthase (EC 6.3.4.5)  ,21.70305875,22.138415,21.72042,22.10724,21.433475,20.787515,22.061715,20.65346
Clo1313_2055,argininosuccinate lyase  ,18.9103075,19.255935,19.161415,19.73841,18.66605,17.91091125,19.6423925,17.38416
Clo1313_2058,polysaccharide deacetylase  ,8.8,16.00903,15.6097725,16.06839,14.766265,15.5038225,15.97842,14.8230075
Clo1313_2059,sulfatase  ,14.922415,16.34839,14.67822,15.7750175,15.289645,15.751735,15.848475,14.4301225
Clo1313_2067,4Fe-4S ferredoxin iron-sulfur binding domain protein  ,13.56176,8.8,8.8,8.8,8.8,8.8,15.90191,14.7692
Clo1313_2069,protein of unknown function UPF0044  ,8.8,8.8,8.8,8.8,15.137975,17.62484,17.74797,17.62485
Clo1313_2071,GTP-binding protein Obg/CgtA  ,14.37656,15.54356,15.88424,15.880245,15.54242,16.56849,8.8,16.79696
Clo1313_2072,LSU ribosomal protein L27P  ,16.7180475,15.95886,16.4567725,16.72272,16.318325,18.6405825,18.44698,18.3283
Clo1313_2074,LSU ribosomal protein L21P  ,20.80735,20.69091,20.9524,21.38656,20.82319,20.748565,21.56362,21.09361
Clo1313_2076,Protein of unknown function DUF2344  ,8.8,8.8,8.8,13.44442,11.92059,11.79908,14.54905,11.65858
Clo1313_2077,Radical SAM domain protein  ,15.482825,15.82995,15.10689,13.55776,15.780585,15.8685,16.11712,15.2481575
Clo1313_2078,hypothetical protein  ,8.8,13.027745,16.313,16.409255,14.7271625,14.3284275,16.443805,8.8
Clo1313_2080,Holliday junction resolvase YqgF  ,12.19921,12.1502,8.8,8.8,13.91303,12.7272,8.8,8.8
Clo1313_2084,phosphoryl transfer system HPr  ,15.75612,15.08832,16.8602275,16.15225,16.23593,17.73017,17.95492,17.44588
Clo1313_2086,RNAse R (EC 3.1.-.-)  ,13.02906075,12.88688,13.3724,12.81699925,8.8,8.8,8.8,8.8
Clo1313_2088,metal dependent phosphohydrolase  ,15.92312,17.82809,15.42059,18.3137925,18.448895,18.2977,17.87735,18.372965
Clo1313_2090,enolase  ,22.824905,22.54065,22.965275,23.127553125,22.87779375,23.58952,23.087785,23.73247
Clo1313_2092,phosphoglycerate mutase (EC 5.4.2.1)  ,20.441776875,19.9260575,20.01852,20.20922,21.8318425,21.177645,21.9917525,21.55021
Clo1313_2093,triosephosphate isomerase (EC 5.3.1.1)  ,21.962135,21.961905,21.94668,22.118685,22.627,23.040695,22.978505625,23.13762
Clo1313_2094,phosphoglycerate kinase (EC 2.7.2.3)  ,22.936675,22.63753375,22.62533,22.856825,23.58953,23.904491875,23.73941,24.1628125
Clo1313_2095,"glyceraldehyde-3-phosphate dehydrogenase, type I  ",23.94384,24.2187646289062,24.3550065625,24.61081,25.3445575,25.643035,25.87256,26.1564275
Clo1313_2097,Beta-ketoacyl synthase  ,16.103915,17.1826775,17.04289421875,17.343905,14.71235,15.15964,14.347775,14.9314225
Clo1313_2103,diguanylate cyclase and metal dependent phosphohydrolase  ,13.3485,15.16371,14.157035,15.47319,8.8,8.8,8.8,14.5630275
Clo1313_2112,"anti-sigma regulatory factor, serine/threonine protein kinase  ",8.8,8.8,8.8,8.8,16.090465,16.34256,15.515885,8.8
Clo1313_2116,glycogen debranching enzyme  ,8.8,15.59869,16.1189,16.308265,14.94835,16.19133,15.56568,15.74552
Clo1313_2117,protein of unknown function UPF0052 and CofD  ,8.8,8.8,14.7281,14.15356,8.8,8.8,14.71799,13.82131
Clo1313_2120,PHP domain protein  ,16.92543,17.658195,17.30685,17.73821,17.7733275,18.0207825,17.976725,17.8807175
Clo1313_2121,Hpr(Ser) kinase/phosphatase (EC 2.7.1.-)  ,16.8201725,16.92633,17.335555,17.2303375,16.3380275,18.02942,16.6364,17.1191825
Clo1313_2124,"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)  ",20.97533,21.05735,21.1672775,21.756715,20.3899275,20.7834425,20.907225,20.728975
Clo1313_2125,"3,4-dihydroxy-2-butanone 4-phosphate synthase  ",19.965615,20.378515,20.438885,20.559035,19.1698,19.4525975,19.0321025,19.90143
Clo1313_2127,riboflavin biosynthesis protein RibD  ,19.07866,19.351755,18.644105,18.9959475,18.48362,19.01147,18.689885,18.51687
Clo1313_2128,protein of unknown function UPF0047  ,8.8,8.8,8.8,8.8,8.8,8.8,15.08613,15.08597
Clo1313_2130,iron-containing alcohol dehydrogenase  ,20.62951,20.684755,20.1339,20.23751,20.4264,20.4250475,21.0864571875,20.14078
Clo1313_2131,hypothetical protein  ,18.08639,17.763005,18.529695,18.05484,17.3708275,16.8752525,17.461405,16.822995
Clo1313_2136,methylglyoxal synthase  ,16.040615,16.80785,8.8,8.8,8.8,16.13208,8.8,8.8
Clo1313_2138,septum site-determining protein MinD  ,20.10593,20.529487890625,20.25139,20.364945625,20.49629,20.4908875,20.83434,20.320175
Clo1313_2140,penicillin-binding protein 2  ,16.45244,15.267605,17.075335,16.3302,16.71715,16.4949925,16.62178,16.54039
Clo1313_2143,rod shape-determining protein MreB  ,19.66709875,19.4107875,19.3793175,19.786345,19.872525,19.811105,20.080495,20.188709375
Clo1313_2149,ATP-dependent protease La  ,16.313755,17.25363375,17.23492,17.37612,17.90268,16.54263,18.05649,17.051425
Clo1313_2150,glutamate N-acetyltransferase (EC 2.3.1.35)  ,18.15297,18.7490525,18.4011975,18.7998,18.78388,18.39337,18.84847,18.508385
Clo1313_2159,hypothetical protein  ,14.19077,12.87276,12.24553,13.73006,8.8,8.8,14.282315,13.53368
Clo1313_2161,"cellulose 1,4-beta-cellobiosidase (EC 3.2.1.91)  ",10.50132,8.8,8.8,10.74654,8.8,11.5975,12.4322,11.25892
Clo1313_2162,asparaginyl-tRNA synthetase (EC 6.1.1.22)  ,18.424895,18.3145775,18.51215,19.119175,18.7292125,19.53498,19.3623625,19.722935
Clo1313_2163,aspartate-ammonia ligase (EC 6.3.1.1)  ,17.53391,17.35009,17.06622,17.59151,17.79201,17.5424,17.60577,18.09264
Clo1313_2165,Silent information regulator protein Sir2  ,8.8,14.05271,8.8,14.85654,14.16761,14.66771,15.18991,14.62216
Clo1313_2169,Rubredoxin-type Fe(Cys)4 protein  ,23.44634125,22.3294125,23.1003,23.473145,21.396725,23.13361,21.818425,22.92938
Clo1313_2176,S-layer domain-containing protein  ,12.73078,14.51764,10.65165,11.37107,8.8,8.8,8.8,8.8
Clo1313_2178,protein of unknown function DUF187  ,8.8,14.47108,14.77569,14.87979,8.8,14.59455,15.40541,14.64812
Clo1313_2179,ribonucleoside-diphosphate reductase class II (EC 1.17.4.-)  ,19.90374875,20.2715828125,20.24084,20.226525,19.07887,19.06192125,19.713295,18.63671
Clo1313_2180,hypothetical protein  ,18.720445,19.137685,19.2681475,19.447955,18.427145,17.24489,19.599215,18.25212
Clo1313_2189,endoglucanase Cel9N  ,14.2770025,14.74344,15.129905,16.1578925,12.836156,14.82879,15.787895,14.7457925
Clo1313_2190,iron-only hydrogenase maturation protein HydF  ,17.70582,17.647485,17.262295,17.544105,17.1844625,16.97583,17.61897,16.50394
Clo1313_2195,methyl-accepting chemotaxis sensory transducer  ,16.86044,17.235515,18.24746,18.30606,17.69574,8.8,19.505065,8.8
Clo1313_2208,biotin biosynthesis protein BioC  ,14.74645,13.78398,16.60477,16.4331,8.8,16.03646,15.32923,15.17169
Clo1313_2213,  ,19.602885,18.56167,19.035995,19.865695,19.98532,19.38345,19.64877,18.73004
Clo1313_2215,Ferritin Dps family protein  ,20.7705125,20.881395,20.8732925,21.4293275,21.1524975,20.98892,20.996065,20.10431875
Clo1313_2220,  ,15.84785,14.80519,15.79858,15.11858,14.8594,15.37329,8.8,13.93822
Clo1313_2228,alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen  ,18.140455,18.354395,17.60504,17.87036,20.35647625,18.36519,20.416465,18.32816
Clo1313_2231,hypothetical protein  ,8.8,12.84302,11.95767,13.73221,8.8,12.52845,8.8,14.0159
Clo1313_2235,NADPH-dependent FMN reductase  ,18.22484,16.3790875,17.994325,16.56082,17.19556,17.884765625,17.76029,18.0373675
Clo1313_2239,dCTP deaminase (EC 3.5.4.13)  ,17.76213,18.3876475,17.895555,18.4329,18.5686,18.623265,18.56596,18.2802825
Clo1313_2245,hypothetical protein  ,8.8,13.46265,8.8,8.8,8.8,8.8,14.51982,13.23265
Clo1313_2247,beta-lactamase domain protein  ,20.445136875,20.3324425,20.1018025,20.35734,19.663205,20.1218596875,19.74456,20.129795
Clo1313_2254,NAD(P)H dehydrogenase (quinone)  ,16.0307825,16.15129,14.44823,16.3854,8.8,8.8,8.8,8.8
Clo1313_2255,"transcriptional regulator, PadR family  ",16.45368,17.38256,16.64438,14.467835,8.8,8.8,8.8,8.8
Clo1313_2257,pyridoxamine 5'-phosphate oxidase-related FMN-binding protein  ,19.94730125,19.38718,19.05366,19.982425,20.59649,20.51282,20.734725,20.899595
Clo1313_2261,ABC transporter transmembrane region  ,15.57819,15.7935,15.99889,15.5278715,15.85901,15.07282,8.8,15.236555
