old_ids,new_ids,detected_count,product,generic_or_non_metabolic,in_isg2
Clo1313_0418,CLO1313_RS02110,3,hypothetical protein,y,
Clo1313_0172,CLO1313_RS00890,3,biotin--[acetyl-CoA-carboxylase] ligase,,['BACCL']
Clo1313_2448,CLO1313_RS12400,3,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,,
Clo1313_0975,CLO1313_RS04980,3,endonuclease III,y,
Clo1313_2307,CLO1313_RS11720,3,aspartate--tRNA ligase,,['ASPTRS']
Clo1313_0612,CLO1313_RS03125,3,signal transduction histidine kinase,y,
Clo1313_1785,CLO1313_RS09030,3,hypothetical protein,y,
Clo1313_1496,CLO1313_RS07560,3,LytR family transcriptional regulator,y,
Clo1313_1728,CLO1313_RS08740,3,chemotaxis protein CheC,y,
Clo1313_0889,CLO1313_RS04555,3,SGNH/GDSL hydrolase family protein,,
Clo1313_1183,CLO1313_RS06020,3,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,,"['GLNTRAT', 'ASNTRAT']"
Clo1313_0622,CLO1313_RS03185,3,acyl-ACP thioesterase,,
Clo1313_1754,CLO1313_RS08870,3,flagellar motor switch protein FliG,,
Clo1313_2746,CLO1313_RS13950,3,cell division protein ZapA,y,
Clo1313_1817,CLO1313_RS09190,3,"type 3a, cellulose-binding protein",,
Clo1313_0357,CLO1313_RS01820,3,polynucleotide kinase-phosphatase,,
Clo1313_2694,CLO1313_RS13670,3,helicase-exonuclease AddAB subunit AddA,y,
Clo1313_1135,CLO1313_RS05765,3,hypothetical protein,y,
Clo1313_0434,CLO1313_RS02190,3,histidine kinase,,
Clo1313_0194,CLO1313_RS01000,3,ATP synthase subunit gamma,,
Clo1313_2082,CLO1313_RS10545,3,DUF965 domain-containing protein,,
Clo1313_1720,CLO1313_RS08700,3,hypothetical protein,y,
Clo1313_0996,CLO1313_RS05085,3,hypothetical protein,y,
Clo1313_2927,CLO1313_RS14875,3,hypoxanthine phosphoribosyltransferase,,['GPAR']
Clo1313_1831,CLO1313_RS09260,3,ROK family transcriptional regulator,y,"['ABGPT', 'GLUKA', 'HEX1']"
Clo1313_1273,CLO1313_RS06465,3,chromosome segregation protein SMC,,
Clo1313_1236,CLO1313_RS06270,3,division/cell wall cluster transcriptional repressor MraZ,y,
Clo1313_0505,CLO1313_RS02570,3,hypothetical protein,y,
Clo1313_0183,CLO1313_RS00945,3,low molecular weight protein arginine phosphatase,,
Clo1313_2479,CLO1313_RS12560,3,hypothetical protein,y,
Clo1313_1567,CLO1313_RS07910,3,hypothetical protein,y,
Clo1313_2539,CLO1313_RS12870,3,DNA-binding response regulator,y,
Clo1313_1498,CLO1313_RS07570,3,phosphodiesterase,,
Clo1313_1755,CLO1313_RS08875,3,flagellar M-ring protein FliF,,
Clo1313_0141,CLO1313_RS00735,3,FkbM family methyltransferase,,
Clo1313_1830,CLO1313_RS09255,3,sugar ABC transporter ATP-binding protein,,['ILEt2r']
Clo1313_1572,CLO1313_RS07930,3,CopG family transcriptional regulator,y,
Clo1313_0478,CLO1313_RS02425,3,type III restriction endonuclease subunit R,y,
Clo1313_2186,CLO1313_RS11075,3,hypothetical protein,y,
Clo1313_0034,CLO1313_RS00180,3,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,,['CDPMEK']
Clo1313_2057,CLO1313_RS10420,3,hypothetical protein,y,
Clo1313_1913,CLO1313_RS09680,3,nucleoid-associated protein,,
Clo1313_2687,CLO1313_RS13625,3,hypothetical protein,y,
Clo1313_0906,CLO1313_RS04640,3,aspartyl-tRNA amidotransferase subunit B,,
Clo1313_0148,CLO1313_RS00770,3,glucose-1-phosphate cytidylyltransferase,,"['GLGC', 'G1PCTYT']"
Clo1313_1851,CLO1313_RS09355,3,TIGR01212 family radical SAM protein,,
Clo1313_2745,CLO1313_RS13945,3,peptidase,,
Clo1313_0072,CLO1313_RS00375,3,DeoR/GlpR transcriptional regulator,y,
Clo1313_2173,CLO1313_RS11010,3,"type 3a, cellulose-binding protein",,
Clo1313_1363,CLO1313_RS06905,3,hypothetical protein,y,
Clo1313_1508,CLO1313_RS07615,3,nucleoside-diphosphate kinase,,"['NDPK9', 'NDPK4', 'NDPK10', 'NDPK7', 'NDPK8', 'NDPK5', 'NDPK2', 'NDPK1', 'NDPK6', 'NDPK3']"
Clo1313_1065,CLO1313_RS05420,3,hypothetical protein,y,
Clo1313_1153,CLO1313_RS05850,3,DUF2225 domain-containing protein,,
Clo1313_1323,CLO1313_RS06705,3,DNA primase,,
Clo1313_0164,CLO1313_RS00850,3,CYTH domain-containing protein,,
Clo1313_1764,CLO1313_RS08920,3,hypothetical protein,y,
Clo1313_1409,CLO1313_RS07130,3,sporulation transcription factor Spo0A,y,
Clo1313_1318,CLO1313_RS06685,3,aspartate 1-decarboxylase,,['ASP1DC']
Clo1313_0689,CLO1313_RS03565,3,peptidase S8,,
Clo1313_0870,CLO1313_RS04465,3,phosphodiesterase,,
Clo1313_2715,CLO1313_RS13785,3,O-acetyl-ADP-ribose deacetylase,,
Clo1313_2153,CLO1313_RS10915,3,hypothetical protein,y,
Clo1313_1352,CLO1313_RS06850,3,PilZ domain-containing protein,,
Clo1313_1422,CLO1313_RS07190,3,two-component sensor histidine kinase,,
Clo1313_2250,CLO1313_RS11435,3,methyl-accepting chemotaxis protein,y,
Clo1313_2132,CLO1313_RS10810,3,methylenetetrahydrofolate reductase [NAD(P)H],,"['MTHFO_nadp', 'MTHFO']"
Clo1313_2552,CLO1313_RS12960,3,cell division ATP-binding protein FtsE,y,
Clo1313_0851,CLO1313_RS04370,3,xyloglucanase Xgh74A,,['CELLULOSOME_TERM']
Clo1313_0014,CLO1313_RS00085,3,S-layer homology domain-containing protein,,
Clo1313_0719,CLO1313_RS03720,3,lipid kinase,,
Clo1313_2980,CLO1313_RS15135,3,hemerythrin,,
Clo1313_0786,CLO1313_RS04040,3,hypothetical protein,y,
Clo1313_1231,CLO1313_RS06250,3,insulinase family protein,,
Clo1313_2736,CLO1313_RS13895,3,CoA-binding protein,,
Clo1313_0169,CLO1313_RS00875,3,dihydroneopterin aldolase,,['DHNPA2r']
Clo1313_2975,CLO1313_RS15110,3,hypothetical protein,y,
Clo1313_0637,CLO1313_RS03260,3,sporulation transcription factor Spo0A,y,
Clo1313_2908,CLO1313_RS14780,3,DUF115 domain-containing protein,,
Clo1313_0657,CLO1313_RS03385,3,6-carboxytetrahydropterin synthase QueD,,['PTHPS']
Clo1313_1678,CLO1313_RS08475,3,single-stranded DNA-binding protein,,
Clo1313_1033,CLO1313_RS05265,3,50S ribosomal protein L35,,
Clo1313_1821,CLO1313_RS09210,3,hypothetical protein,y,
Clo1313_2766,CLO1313_RS14055,3,arginine decarboxylase,,['LYSDC']
Clo1313_1256,CLO1313_RS06380,3,stage II sporulation protein SpoIID,,
Clo1313_2734,CLO1313_RS13885,3,YebC/PmpR family DNA-binding transcriptional regulator,y,
Clo1313_2137,CLO1313_RS10835,3,cell division topological specificity factor,y,
Clo1313_0253,CLO1313_RS01295,3,2-octaprenylphenol hydroxylase,,
Clo1313_1825,CLO1313_RS09230,3,ABC transporter ATP-binding protein,,
Clo1313_2117,CLO1313_RS10725,3,YvcK family protein,,
Clo1313_0932,CLO1313_RS04770,3,nucleotide exchange factor GrpE,y,
Clo1313_2981,CLO1313_RS15140,3,chemotaxis protein CheX,y,
Clo1313_0050,CLO1313_RS00265,3,DNA replication protein DnaD,,
Clo1313_2139,CLO1313_RS10845,3,septum site-determining protein MinC,,
Clo1313_2164,CLO1313_RS10965,3,peptidylprolyl isomerase,,
Clo1313_0619,CLO1313_RS03175,3,DNA-binding response regulator,y,
Clo1313_2290,CLO1313_RS11630,3,hypothetical protein,y,
Clo1313_0049,CLO1313_RS00260,3,DNA replication protein DnaC,,
Clo1313_2521,,3,,,
Clo1313_2187,CLO1313_RS11080,3,copper amine oxidase,,
Clo1313_1507,CLO1313_RS07610,3,chemotaxis protein CheR,y,
Clo1313_2418,CLO1313_RS12245,3,MBL fold metallo-hydrolase,,
Clo1313_2777,CLO1313_RS14110,3,glycoside hydrolase,,
Clo1313_1587,CLO1313_RS08010,3,dockerin,,"['METS', 'CELLULOSOME_TERM']"
Clo1313_2894,CLO1313_RS14710,3,"UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",,['UDPKAAT']
Clo1313_1743,CLO1313_RS08815,3,flagellar motor switch protein FliM,,
Clo1313_1535,CLO1313_RS07745,3,SMC-Scp complex subunit ScpB,,
Clo1313_0171,CLO1313_RS00885,3,hypothetical protein,y,
Clo1313_0047,CLO1313_RS00250,3,germination protein YpeB,,
Clo1313_2708,CLO1313_RS13750,3,CRISPR-associated RAMP protein,,
Clo1313_0427,CLO1313_RS02155,3,imidazole glycerol phosphate synthase subunit HisH,,"['PRASCSi', 'IG3PS']"
Clo1313_2899,CLO1313_RS14735,3,hypothetical protein,y,
Clo1313_1007,CLO1313_RS05135,3,NCS2 family permease,,
Clo1313_1647,CLO1313_RS08315,3,NINE protein,,
Clo1313_2245,CLO1313_RS11410,3,hypothetical protein,y,
Clo1313_2896,CLO1313_RS14720,3,PIG-L family deacetylase,,
Clo1313_2917,CLO1313_RS14825,3,flagellar hook-associated protein FlgK,,
Clo1313_1371,CLO1313_RS06945,3,type II 3-dehydroquinate dehydratase,,['DQDH']
Clo1313_1070,CLO1313_RS05445,3,ABC transporter,,['ILEt2r']
Clo1313_0757,CLO1313_RS03915,3,hypothetical protein,y,
Clo1313_1015,CLO1313_RS05175,3,N-acetyltransferase,,
Clo1313_0850,CLO1313_RS04365,3,hypothetical protein,y,
Clo1313_0409,CLO1313_RS02065,3,chemotaxis response regulator protein-glutamate methylesterase,y,
Clo1313_2104,CLO1313_RS10660,3,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL,,
Clo1313_2581,CLO1313_RS13105,3,copper amine oxidase,,
Clo1313_1011,CLO1313_RS05155,3,phosphoribosylglycinamide formyltransferase,,"['FTHFLi', 'GARFT', 'FGFTh']"
Clo1313_1366,CLO1313_RS06920,3,shikimate dehydrogenase,,"['QUINDH', 'SHOR', 'SKDH', 'QUOR']"
Clo1313_2808,CLO1313_RS14265,3,hypothetical protein,y,
Clo1313_1824,CLO1313_RS09225,3,ABC transporter ATP-binding protein,,['CA2abc']
Clo1313_2342,CLO1313_RS11885,3,BMP family ABC transporter substrate-binding protein,,
Clo1313_1272,CLO1313_RS06460,3,metallophosphoesterase,,
Clo1313_0145,CLO1313_RS00755,3,"dTDP-4-amino-4,6-dideoxygalactose transaminase",,"['CDP4D6DGLCRx', 'CDP4D6DGLCRx2']"
Clo1313_0982,CLO1313_RS05015,3,phosphopantetheine adenylyltransferase,,['APPAT']
Clo1313_0442,CLO1313_RS02230,3,ATP-binding protein,,
Clo1313_2974,CLO1313_RS15105,3,type I-B CRISPR-associated protein Cas7/Cst2/DevR,,
Clo1313_0971,CLO1313_RS04960,3,sensor histidine kinase,,
Clo1313_0864,CLO1313_RS04435,3,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,,"['THFGLUS', 'DHFS']"
Clo1313_0422,CLO1313_RS02130,3,ATP phosphoribosyltransferase,,['ATPPRT']
Clo1313_1633,CLO1313_RS08235,3,YihA family ribosome biogenesis GTP-binding protein,y,
Clo1313_0778,CLO1313_RS04000,3,copper amine oxidase,,
Clo1313_2765,CLO1313_RS14050,3,thymidylate kinase,,['DTMPK']
Clo1313_2751,CLO1313_RS13980,3,hypothetical protein,y,
Clo1313_0056,CLO1313_RS00300,3,motility protein A,,
Clo1313_2270,CLO1313_RS11530,3,ArsC family transcriptional regulator,y,
Clo1313_0220,CLO1313_RS01125,3,transcription-repair coupling factor,y,
Clo1313_0306,CLO1313_RS01580,3,50S ribosomal protein L33,,
Clo1313_1045,CLO1313_RS05325,3,hypothetical protein,y,
Clo1313_0907,CLO1313_RS04645,3,single-stranded-DNA-specific exonuclease RecJ,y,
Clo1313_1654,CLO1313_RS08355,3,fused response regulator/phosphatase,y,
Clo1313_0915,CLO1313_RS04685,3,pilus assembly protein TadB,,
Clo1313_0713,CLO1313_RS03690,3,SAM-dependent methyltransferase,,
Clo1313_2526,CLO1313_RS12795,3,hypothetical protein,y,
Clo1313_2151,CLO1313_RS10905,3,chemotaxis protein CheW,y,
Clo1313_0783,CLO1313_RS04025,3,hypothetical protein,y,
Clo1313_3008,CLO1313_RS15285,3,aminotransferase DegT,,
Clo1313_0568,CLO1313_RS02905,3,hydrogenase accessory protein HypB,,
Clo1313_1624,CLO1313_RS08190,3,peptidoglycan endopeptidase,,
Clo1313_0739,CLO1313_RS03825,3,ATP-dependent RecD-like DNA helicase,,
Clo1313_1826,CLO1313_RS09235,3,D-ribose pyranase,,['RPYS']
Clo1313_0292,CLO1313_RS01510,3,glycosyltransferase,,
Clo1313_1367,CLO1313_RS06925,3,type II secretion system protein E,,
Clo1313_2712,CLO1313_RS13770,3,hypothetical protein,y,
Clo1313_1229,CLO1313_RS06245,3,bifunctional riboflavin kinase/FAD synthetase,,"['FMNAT', 'RBFK']"
Clo1313_3026,CLO1313_RS15395,3,ribosomal RNA small subunit methyltransferase G,,
Clo1313_1619,CLO1313_RS08165,3,histidinol-phosphate transaminase,,"['HSTPT', 'TYRTA', 'PHETA1']"
Clo1313_2763,CLO1313_RS14040,3,DNA polymerase III subunit delta',,
Clo1313_1093,CLO1313_RS05550,3,TIGR00296 family protein,,
Clo1313_1964,CLO1313_RS09935,3,aminotransferase class V-fold PLP-dependent enzyme,,"['SGAT', 'AGT', 'GLYTA', 'SPTc']"
Clo1313_0663,CLO1313_RS03440,3,hypothetical protein,y,
Clo1313_1387,CLO1313_RS07025,3,N utilization substance protein B,,
Clo1313_2738,CLO1313_RS13905,3,signal peptidase I,y,
Clo1313_0658,CLO1313_RS03390,3,radical SAM protein,,['CPPPGO2']
Clo1313_0055,CLO1313_RS00295,3,copper amine oxidase,,
Clo1313_0480,CLO1313_RS02435,3,site-specific DNA-methyltransferase,,
Clo1313_2915,CLO1313_RS14815,3,flagellar hook-associated protein FlgL,,
Clo1313_2503,CLO1313_RS12675,3,hypothetical protein,y,
Clo1313_0714,CLO1313_RS03695,3,carbohydrate-binding protein,,
Clo1313_0942,CLO1313_RS04820,3,DNA-directed RNA polymerase subunit omega,,
Clo1313_1525,CLO1313_RS07695,3,hypothetical protein,y,
Clo1313_2119,CLO1313_RS10735,3,UDP-N-acetylenolpyruvoylglucosamine reductase,,"['UACMUOR', 'UAPGR']"
Clo1313_1768,CLO1313_RS08940,3,cellulosome anchoring protein cohesin region,,
Clo1313_2845,CLO1313_RS14450,3,tRNA 2-thiocytidine(32) synthetase TtcA,,
Clo1313_1735,CLO1313_RS08775,3,flagellar biosynthesis protein FlhA,,
Clo1313_0406,CLO1313_RS02050,3,chemotaxis protein CheA,y,
Clo1313_1832,CLO1313_RS09265,3,carbohydrate kinase,,"['ABFPT', 'HEX7']"
Clo1313_0084,CLO1313_RS00440,3,ferrous iron transporter A,,
Clo1313_1313,CLO1313_RS06660,3,HD domain-containing protein,,
Clo1313_0532,CLO1313_RS02725,3,methyl-accepting chemotaxis protein,y,
Clo1313_2913,CLO1313_RS14805,3,flagellar assembly protein FliW,,
Clo1313_0970,CLO1313_RS04955,3,DNA-binding response regulator,y,
Clo1313_0165,CLO1313_RS00855,3,Ppx/GppA family phosphatase,,['GTPDPDP']
Clo1313_0904,CLO1313_RS04630,3,sugar transferase,,
Clo1313_1393,CLO1313_RS07055,3,1-deoxy-D-xylulose-5-phosphate synthase,,['DXPS']
Clo1313_1287,CLO1313_RS06535,3,radical SAM protein,,['CPPPGO2']
Clo1313_2272,CLO1313_RS11540,3,short-chain dehydrogenase,,"['3OAR100', 'HMPSCD', '3OAR60', '3OAR120', 'RE0581R', '3OAR140', '3OAR40', '3OAR18B', '3OAR160', '3OAR80']"
Clo1313_0547,CLO1313_RS02805,3,protease,,
Clo1313_0062,CLO1313_RS00330,3,NADH:ubiquinone oxidoreductase,,['RNF']
Clo1313_1887,CLO1313_RS09540,3,AraC family transcriptional regulator,y,
Clo1313_0998,CLO1313_RS05095,3,acyl-CoA thioesterase,,
Clo1313_0199,CLO1313_RS01025,3,ferrous iron transporter A,,
Clo1313_1718,CLO1313_RS08690,3,poly-gamma-glutamate biosynthesis protein,,
Clo1313_2802,CLO1313_RS14230,3,DNA polymerase III subunit gamma/tau,,
Clo1313_0758,CLO1313_RS03920,3,hypothetical protein,y,
Clo1313_2689,CLO1313_RS13635,3,serine/threonine protein kinase,,
Clo1313_2665,CLO1313_RS13525,3,hypothetical protein,y,
Clo1313_0336,CLO1313_RS01730,3,phosphatase,,
Clo1313_0876,CLO1313_RS04495,3,hypothetical protein,y,
Clo1313_1750,CLO1313_RS08850,3,hypothetical protein,y,
Clo1313_2033,CLO1313_RS10295,3,NAD(P)/FAD-dependent oxidoreductase,,"['RDXR', 'EBOX']"
Clo1313_0953,CLO1313_RS04875,3,phosphate starvation protein PhoH,,
Clo1313_2114,CLO1313_RS10710,3,HPr family phosphocarrier protein,,
Clo1313_1509,CLO1313_RS07620,3,S-adenosylmethionine decarboxylase proenzyme,,['ADMDC']
Clo1313_2931,CLO1313_RS14895,3,phosphoesterase,,
Clo1313_0041,CLO1313_RS00215,3,DUF342 domain-containing protein,,
Clo1313_2520,CLO1313_RS12765,3,hypothetical protein,y,
Clo1313_0710,CLO1313_RS03675,3,GntR family transcriptional regulator,y,
Clo1313_1631,CLO1313_RS08225,3,thiazole synthase,,
Clo1313_2920,CLO1313_RS14840,3,hypothetical protein,y,
Clo1313_1190,CLO1313_RS06055,3,ribosome biogenesis GTPase Der,y,
Clo1313_0887,CLO1313_RS04545,3,"dTDP-4-dehydrorhamnose 3,5-epimerase",,['TDPDRE']
Clo1313_1484,CLO1313_RS07505,3,copper chaperone CopZ,,
Clo1313_2602,CLO1313_RS13215,3,S-layer homology domain-containing protein,,
Clo1313_1412,CLO1313_RS07145,3,chemotaxis protein CheW,y,
Clo1313_1187,CLO1313_RS06040,3,hypothetical protein,y,
Clo1313_0799,CLO1313_RS04105,3,membrane protein,,
Clo1313_2035,CLO1313_RS10305,3,glutamate synthase,,['GLUSy']
Clo1313_1286,CLO1313_RS06530,3,ribonuclease III,y,
Clo1313_1563,CLO1313_RS07890,3,hypothetical protein,y,
Clo1313_1365,CLO1313_RS06915,3,YqeG family HAD IIIA-type phosphatase,,
Clo1313_1672,CLO1313_RS08445,3,hypothetical protein,y,
Clo1313_1206,CLO1313_RS06135,3,O-methyltransferase,,"['SALMCCOAMT', 'SALCCM']"
Clo1313_2955,CLO1313_RS15015,3,chemotaxis response regulator protein-glutamate methylesterase,y,
Clo1313_0073,CLO1313_RS00380,3,glycerol kinase GlpK,,['GLYK']
Clo1313_1330,CLO1313_RS06745,3,RNA polymerase subunit sigma-24,,
Clo1313_0965,CLO1313_RS04930,3,HD domain-containing protein,,
Clo1313_2262,CLO1313_RS11495,3,ABC transporter ATP-binding protein,,
Clo1313_0252,CLO1313_RS01290,3,methyl-accepting chemotaxis protein,y,
Clo1313_1329,CLO1313_RS06740,3,response regulator,y,
Clo1313_0214,CLO1313_RS01095,3,UDP-N-acetylmuramate--L-alanine ligase,,['UAMAS']
Clo1313_0288,CLO1313_RS01490,3,alanine racemase,,['ALAR']
Clo1313_1320,CLO1313_RS06695,3,HD-GYP domain-containing protein,,
Clo1313_0089,CLO1313_RS00475,3,LacI family transcriptional regulator,y,
Clo1313_2677,CLO1313_RS13575,3,hypothetical protein,y,
Clo1313_0894,CLO1313_RS04580,3,glycosyl transferase,,
Clo1313_0139,CLO1313_RS00725,3,radical SAM protein,,['CPPPGO2']
Clo1313_1742,CLO1313_RS08810,3,flagellar motor switch phosphatase FliY,,
Clo1313_0074,CLO1313_RS00385,3,transketolase,,"['TKT2', 'TKT1']"
Clo1313_0626,CLO1313_RS03205,3,radical SAM protein,,['CPPPGO2']
Clo1313_1971,CLO1313_RS09970,3,LytTR family transcriptional regulator,y,
Clo1313_3030,CLO1313_RS15415,3,protein translocase component YidC,,
Clo1313_0114,CLO1313_RS00605,3,sulfate ABC transporter substrate-binding protein,,
Clo1313_1219,CLO1313_RS06200,3,PolC-type DNA polymerase III,,
Clo1313_2531,CLO1313_RS12830,3,[FeFe] hydrogenase H-cluster radical SAM maturase HydE,,"['CPPPGO2', 'DBST']"
Clo1313_1443,CLO1313_RS07300,3,copper amine oxidase,,
Clo1313_0513,CLO1313_RS02625,3,ABC transporter permease,,
Clo1313_2918,CLO1313_RS14830,3,flagellar protein FlgN,,
Clo1313_1068,CLO1313_RS05435,3,haloacid dehalogenase,,
Clo1313_0848,CLO1313_RS04355,3,hypothetical protein,y,
Clo1313_0356,CLO1313_RS01815,3,3' terminal RNA ribose 2'-O-methyltransferase Hen1,,
Clo1313_1226,CLO1313_RS06230,3,30S ribosome-binding factor RbfA,y,
Clo1313_2195,CLO1313_RS11120,3,methyl-accepting chemotaxis protein,y,
Clo1313_1630,CLO1313_RS08220,3,2-iminoacetate synthase ThiH,,
Clo1313_1628,CLO1313_RS08210,3,thiamine phosphate synthase,,
Clo1313_2643,CLO1313_RS13410,3,hypothetical protein,y,
Clo1313_1000,CLO1313_RS05105,3,copper amine oxidase,,
Clo1313_2809,CLO1313_RS14270,3,hypothetical protein,y,
Clo1313_2603,CLO1313_RS13220,3,S-layer homology domain-containing protein,,
Clo1313_0324,CLO1313_RS01670,3,HPr family phosphocarrier protein,,
Clo1313_0523,CLO1313_RS02675,3,sugar fermentation stimulation protein SfsA,,
Clo1313_0290,CLO1313_RS01500,3,type II toxin-antitoxin system PemK/MazF family toxin,,
Clo1313_1990,CLO1313_RS10065,3,dockerin,,
Clo1313_2128,CLO1313_RS10790,3,hypothetical protein,y,
Clo1313_1396,CLO1313_RS07070,3,endoglucanase,,"['NH3tabc', 'CELLULOSOME_TERM']"
Clo1313_1188,CLO1313_RS06045,3,50S ribosomal protein L32,,
Clo1313_1588,CLO1313_RS08015,3,glycoside hydrolase,,['METS']
Clo1313_2707,CLO1313_RS13745,3,CRISPR-associated RAMP protein,,
Clo1313_1731,CLO1313_RS08755,3,chemotaxis response regulator protein-glutamate methylesterase,y,
Clo1313_2478,CLO1313_RS12555,3,diguanylate cyclase response regulator,y,['GGT']
Clo1313_2524,CLO1313_RS12785,3,hypothetical protein,y,
Clo1313_0277,CLO1313_RS01440,3,acyl-CoA thioesterase,,
Clo1313_2475,CLO1313_RS12540,3,cobalt ECF transporter T component CbiQ,,
Clo1313_0142,CLO1313_RS00740,3,radical SAM protein,,['CPPPGO2']
Clo1313_2536,CLO1313_RS12855,3,Rrf2 family transcriptional regulator,y,
Clo1313_2123,CLO1313_RS10765,3,PilZ domain-containing protein,,
Clo1313_2641,CLO1313_RS13400,3,cell division protein FtsK,y,
Clo1313_2155,CLO1313_RS10925,3,YtxH domain-containing protein,,
Clo1313_2248,CLO1313_RS11425,3,8-oxo-dGTP diphosphatase MutT,,
Clo1313_0991,CLO1313_RS05060,3,DNA-binding response regulator,y,
Clo1313_1547,CLO1313_RS07805,3,site-specific tyrosine recombinase XerD,,
Clo1313_0350,CLO1313_RS01785,3,glycoside hydrolase,,['CELLULOSOME_TERM']
Clo1313_1424,CLO1313_RS07200,3,lipase,,
Clo1313_3023,CLO1313_RS15380,3,glycosyl hydrolase,,
Clo1313_1870,CLO1313_RS09455,3,2-hydroxyglutaryl-CoA dehydratase,,
Clo1313_0961,CLO1313_RS04915,3,hypothetical protein,y,
Clo1313_0924,CLO1313_RS04730,3,signal peptidase I,y,
Clo1313_2246,CLO1313_RS11415,3,AraC family transcriptional regulator,y,
Clo1313_0635,CLO1313_RS03250,3,response regulator,y,
Clo1313_0521,CLO1313_RS02665,3,glycoside hydrolase,,['CELLULOSOME_TERM']
Clo1313_0572,CLO1313_RS02920,3,ech hydrogenase subunit EchD,,['HYDA']
Clo1313_2903,CLO1313_RS14755,3,acylneuraminate cytidylyltransferase,,
Clo1313_0198,CLO1313_RS01020,3,ferrous iron transporter A,,
Clo1313_2714,CLO1313_RS13780,3,TIGR02221 family CRISPR-associated protein,,
Clo1313_2103,CLO1313_RS10655,3,diguanylate cyclase,,['GGT']
Clo1313_1580,CLO1313_RS07975,3,ribonucleoside triphosphate reductase,,"['RNTR1', 'RNTR3', 'RNTR4', 'RNTR2']"
Clo1313_1858,CLO1313_RS09395,3,aminotransferase,,"['ASPTA', 'ADAPAT', 'TYRTA', 'AATC', 'EHGLAT', 'CYSTA', '3SALATA', 'PHETA1']"
Clo1313_2330,CLO1313_RS11825,2,N-acetyltransferase,,
Clo1313_1593,CLO1313_RS08040,2,serine/threonine protein kinase,,
Clo1313_2172,CLO1313_RS11005,2,hypothetical protein,y,
Clo1313_2647,CLO1313_RS13430,2,hypothetical protein,y,
Clo1313_2146,CLO1313_RS10880,2,adaptor protein MecA,,
Clo1313_0441,CLO1313_RS02225,2,SigB/SigF/SigG family RNA polymerase sigma factor,y,
Clo1313_0251,CLO1313_RS01275,2,RNA-binding protein S1,,
Clo1313_0360,CLO1313_RS01835,2,Crp/Fnr family transcriptional regulator,y,
Clo1313_1528,CLO1313_RS07710,2,methyltransferase domain-containing protein,,
Clo1313_2695,CLO1313_RS13675,2,ATP-dependent helicase/deoxyribonuclease subunit B,y,
Clo1313_1462,CLO1313_RS07395,2,flagellar hook-length control protein FliK,,
Clo1313_3003,CLO1313_RS15260,2,nucleotide sugar dehydrogenase,,['UAGDH']
Clo1313_1597,CLO1313_RS08060,2,hypothetical protein,y,
Clo1313_1369,CLO1313_RS06935,2,hypothetical protein,y,
Clo1313_2853,CLO1313_RS14490,2,N-acetylglucosamine-6-phosphate deacetylase,,"['ACGAM6PS', 'AGDC']"
Clo1313_1149,CLO1313_RS05830,2,PilZ domain-containing protein,,
Clo1313_1939,CLO1313_RS09820,2,ATP-dependent DNA helicase,,
Clo1313_0759,CLO1313_RS03925,2,hypothetical protein,y,
Clo1313_0159,CLO1313_RS00825,2,hypothetical protein,y,
Clo1313_0119,CLO1313_RS00630,2,sulfate adenylyltransferase subunit 2,,"['SELADT', 'SADT', 'PAPSR']"
Clo1313_1570,CLO1313_RS07920,2,cysteine desulfurase,,['SEMETHL2']
Clo1313_2318,CLO1313_RS11770,2,flavin reductase,,
Clo1313_2607,CLO1313_RS13240,2,DUF1934 domain-containing protein,,
Clo1313_1884,CLO1313_RS09525,2,ATP-binding protein,,
Clo1313_2198,CLO1313_RS11135,2,hydroxylamine reductase,,['HAMR']
Clo1313_1097,CLO1313_RS05570,2,hypothetical protein,y,
Clo1313_1395,CLO1313_RS07065,2,hypothetical protein,y,
Clo1313_2305,CLO1313_RS11710,2,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,,"['GLNTRAT', 'ASNTRAT']"
Clo1313_1697,CLO1313_RS08575,2,ABC transporter permease,,
Clo1313_1801,CLO1313_RS09110,2,dihydrofolate reductase,,
Clo1313_0124,CLO1313_RS00655,2,nitrite and sulphite reductase 4Fe-4S region,,['SULR_ferr']
Clo1313_0399,CLO1313_RS02020,2,glycoside hydrolase,,['CELLULOSOME_TERM']
Clo1313_1855,CLO1313_RS09375,2,copper amine oxidase,,
Clo1313_1459,CLO1313_RS07380,2,ribosome biogenesis GTPase YlqF,y,
Clo1313_0173,CLO1313_RS00895,2,amidohydrolase,,
Clo1313_2201,CLO1313_RS11150,2,small GTP-binding protein,,
Clo1313_1930,CLO1313_RS09765,2,hypothetical protein,y,
Clo1313_1719,CLO1313_RS08695,2,"RNA 2',3'-cyclic phosphodiesterase",,
Clo1313_0435,CLO1313_RS02195,2,hypothetical protein,y,
