locus_tag,old_locus_tag,gene,product
CLO1313_RS06290,Clo1313_1240,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase"
CLO1313_RS06295,Clo1313_1241,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
CLO1313_RS06300,Clo1313_1242,,phospho-N-acetylmuramoyl-pentapeptide- transferase
CLO1313_RS06305,Clo1313_1243,,stage V sporulation protein E
CLO1313_RS06310,Clo1313_1244,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
CLO1313_RS06315,Clo1313_1245,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CLO1313_RS06320,Clo1313_1246,,hypothetical protein
CLO1313_RS06325,,,hypothetical protein
CLO1313_RS06330,Clo1313_1248,,IS256 family transposase ISCth4
CLO1313_RS06335,,,cyclase
CLO1313_RS06340,Clo1313_1249,,ATP-dependent helicase
CLO1313_RS06350,Clo1313_1250,,copper amine oxidase
CLO1313_RS06355,Clo1313_1251,,cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase
CLO1313_RS06360,Clo1313_1252,,hypothetical protein
CLO1313_RS06365,Clo1313_1253,,4-hydroxy-tetrahydrodipicolinate reductase
CLO1313_RS06370,Clo1313_1254,,4-hydroxy-tetrahydrodipicolinate synthase
CLO1313_RS06375,Clo1313_1255,,aspartate-semialdehyde dehydrogenase
CLO1313_RS06380,Clo1313_1256,,stage II sporulation protein SpoIID
CLO1313_RS06385,Clo1313_1257,,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
CLO1313_RS06390,Clo1313_1258,,tRNA guanosine(34) transglycosylase Tgt
CLO1313_RS06395,Clo1313_1259,yajC,preprotein translocase subunit YajC
CLO1313_RS06400,Clo1313_1260,,hypothetical protein
CLO1313_RS06405,Clo1313_1261,,TIGR04086 family membrane protein
CLO1313_RS06410,Clo1313_1262,,bifunctional pyrimidine operon transcriptional regulator/uracil phosphoribosyltransferase
CLO1313_RS06415,Clo1313_1263,,hypothetical protein
CLO1313_RS06420,Clo1313_1264,,aspartate carbamoyltransferase
CLO1313_RS06425,Clo1313_1265,,dihydroorotase
CLO1313_RS06430,Clo1313_1266,pyrF,orotidine-5'-phosphate decarboxylase
CLO1313_RS06435,Clo1313_1267,,carbamoyl phosphate synthase small subunit
CLO1313_RS06440,Clo1313_1268,,carbamoyl-phosphate synthase large subunit
CLO1313_RS06445,Clo1313_1269,,dihydroorotate dehydrogenase electron transfer subunit
CLO1313_RS06450,Clo1313_1270,,dihydroorotate dehydrogenase
CLO1313_RS06455,Clo1313_1271,,histidine phosphatase family protein
CLO1313_RS06460,Clo1313_1272,,metallophosphoesterase
CLO1313_RS06465,Clo1313_1273,,chromosome segregation protein SMC
CLO1313_RS06470,Clo1313_1274,,hypothetical protein
CLO1313_RS06475,Clo1313_1275,rimO,30S ribosomal protein S12 methylthiotransferase RimO
CLO1313_RS06480,Clo1313_1276,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CLO1313_RS06485,Clo1313_1277,,hypothetical protein
CLO1313_RS06490,Clo1313_1278,,hypothetical protein
CLO1313_RS06495,Clo1313_1279,,transcription factor FapR
CLO1313_RS06500,Clo1313_1280,,phosphate acyltransferase
CLO1313_RS06505,Clo1313_1281,,ketoacyl-ACP synthase III
CLO1313_RS06510,Clo1313_1282,fabD,[acyl-carrier-protein] S-malonyltransferase
CLO1313_RS06515,Clo1313_1283,fabG,3-oxoacyl-[acyl-carrier-protein] reductase
CLO1313_RS06520,Clo1313_1284,acpP,acyl carrier protein
CLO1313_RS06525,Clo1313_1285,fabF,beta-ketoacyl-[acyl-carrier-protein] synthase II
CLO1313_RS06530,Clo1313_1286,,ribonuclease III
CLO1313_RS06535,Clo1313_1287,,radical SAM protein
CLO1313_RS06540,Clo1313_1288,,stage V sporulation protein S
CLO1313_RS06545,Clo1313_1289,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA
CLO1313_RS06550,Clo1313_1290,smc,chromosome segregation protein SMC
CLO1313_RS06555,Clo1313_1291,,signal recognition particle-docking protein FtsY
CLO1313_RS06560,Clo1313_1292,,YdcF family protein
CLO1313_RS06565,Clo1313_1293,,hypothetical protein
CLO1313_RS06570,Clo1313_1294,,hypothetical protein
CLO1313_RS06575,Clo1313_1295,,diaminopimelate dehydrogenase
CLO1313_RS06580,Clo1313_1296,,hypothetical protein
CLO1313_RS06585,Clo1313_1297,,hypothetical protein
CLO1313_RS06590,,,IS3 family transposase
CLO1313_RS06600,Clo1313_1299,,hypothetical protein
CLO1313_RS06605,Clo1313_1300,,dockerin
CLO1313_RS06610,Clo1313_1301,,glutamine--tRNA ligase
CLO1313_RS06615,Clo1313_1302,,hypothetical protein
CLO1313_RS06620,Clo1313_1303,,hypothetical protein
CLO1313_RS06625,Clo1313_1304,,DUF2339 domain-containing protein
CLO1313_RS06630,Clo1313_1305,,glycoside hydrolase
CLO1313_RS06635,Clo1313_1306,,peptidoglycan editing factor PgeF
CLO1313_RS06640,Clo1313_1308,,ABC transporter substrate-binding protein
CLO1313_RS06645,Clo1313_1309,lspA,lipoprotein signal peptidase
CLO1313_RS06650,Clo1313_1310,,RluA family pseudouridine synthase
CLO1313_RS15595,Clo1313_1311,scfA,six-cysteine peptide SCIFF
CLO1313_RS06655,Clo1313_1312,scfB,thioether cross-link-forming SCIFF peptide maturase
CLO1313_RS06660,Clo1313_1313,,HD domain-containing protein
CLO1313_RS06665,Clo1313_1314,secD,protein translocase subunit SecD
CLO1313_RS06670,Clo1313_1315,secF,protein translocase subunit SecF
CLO1313_RS06675,Clo1313_1316,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase
CLO1313_RS06680,Clo1313_1317,,pantoate--beta-alanine ligase
CLO1313_RS06685,Clo1313_1318,,aspartate 1-decarboxylase
CLO1313_RS06690,Clo1313_1319,,hypothetical protein
CLO1313_RS06695,Clo1313_1320,,HD-GYP domain-containing protein
CLO1313_RS06700,Clo1313_1321,,deoxyguanosinetriphosphate triphosphohydrolase
CLO1313_RS06705,Clo1313_1323,,DNA primase
CLO1313_RS06710,Clo1313_1324,,RNA polymerase sigma factor RpoD
CLO1313_RS06715,Clo1313_1325,,rubrerythrin
CLO1313_RS06730,Clo1313_1327,,SAM-dependent methyltransferase
CLO1313_RS06735,Clo1313_1328,,DUF34 domain-containing protein
CLO1313_RS06740,Clo1313_1329,,response regulator
CLO1313_RS06745,Clo1313_1330,,RNA polymerase subunit sigma-24
CLO1313_RS06750,Clo1313_1331,,anti-sigma factor
CLO1313_RS06755,Clo1313_1332,,PilZ domain-containing protein
CLO1313_RS06760,Clo1313_1333,,hypothetical protein
CLO1313_RS06765,Clo1313_1334,,DNA polymerase I
CLO1313_RS06770,Clo1313_1335,,dephospho-CoA kinase
CLO1313_RS06775,Clo1313_1336,,lytic transglycosylase
CLO1313_RS06780,Clo1313_1337,,hypothetical protein
CLO1313_RS06785,Clo1313_1338,,EamA/RhaT family transporter
CLO1313_RS06790,Clo1313_1339,,GGDEF domain-containing protein
CLO1313_RS06795,Clo1313_1340,aroF,3-deoxy-7-phosphoheptulonate synthase
CLO1313_RS06800,Clo1313_1341,,chemotaxis protein CheW
CLO1313_RS06805,Clo1313_1342,,redox-regulated ATPase YchF
CLO1313_RS06810,Clo1313_1343,,glycosyl transferase
CLO1313_RS06815,Clo1313_1344,trpE,anthranilate synthase component I
CLO1313_RS06820,Clo1313_1345,,type 1 glutamine amidotransferase
CLO1313_RS06825,Clo1313_1346,trpD,anthranilate phosphoribosyltransferase
CLO1313_RS06830,Clo1313_1347,,indole-3-glycerol-phosphate synthase
CLO1313_RS06835,Clo1313_1348,,N-(5'-phosphoribosyl)anthranilate isomerase
CLO1313_RS06840,Clo1313_1349,,flavodoxin family protein
CLO1313_RS06845,Clo1313_1351,,hypothetical protein
CLO1313_RS06850,Clo1313_1352,,PilZ domain-containing protein
CLO1313_RS06855,Clo1313_1353,,4Fe-4S dicluster domain-containing protein
CLO1313_RS06860,Clo1313_1354,,3-methyl-2-oxobutanoate dehydrogenase subunit VorB
CLO1313_RS06865,Clo1313_1355,,MFS transporter
CLO1313_RS06870,Clo1313_1356,,2-oxoglutarate ferredoxin oxidoreductase subunit gamma
CLO1313_RS06875,Clo1313_1357,,glutamine synthetase
CLO1313_RS06880,Clo1313_1358,,hypothetical protein
CLO1313_RS06885,Clo1313_1359,,LytR family transcriptional regulator
CLO1313_RS06890,Clo1313_1360,,rubrerythrin family protein
CLO1313_RS06895,Clo1313_1361,,hypothetical protein
CLO1313_RS06900,Clo1313_1362,,UPF0365 family protein
CLO1313_RS06905,Clo1313_1363,,hypothetical protein
CLO1313_RS06910,Clo1313_1364,,branched-chain amino acid aminotransferase
CLO1313_RS06915,Clo1313_1365,,YqeG family HAD IIIA-type phosphatase
CLO1313_RS06920,Clo1313_1366,,shikimate dehydrogenase
CLO1313_RS06925,Clo1313_1367,,type II secretion system protein E
CLO1313_RS06930,Clo1313_1368,,prepilin peptidase
CLO1313_RS06935,Clo1313_1369,,hypothetical protein
CLO1313_RS06940,Clo1313_1370,,endonuclease IV
CLO1313_RS06945,Clo1313_1371,aroQ,type II 3-dehydroquinate dehydratase
CLO1313_RS06950,Clo1313_1372,,aminopeptidase P family protein
CLO1313_RS06955,Clo1313_1373,efp,elongation factor P
CLO1313_RS06960,Clo1313_1374,,hypothetical protein
CLO1313_RS06965,Clo1313_1375,,IS200/IS605 family transposase
CLO1313_RS06970,Clo1313_1376,spoIIIAA,stage III sporulation protein AA
CLO1313_RS06975,Clo1313_1377,spoIIIAB,stage III sporulation protein AB
CLO1313_RS06980,Clo1313_1378,spoIIIAC,stage III sporulation protein AC
CLO1313_RS06985,Clo1313_1379,spoIIIAD,stage III sporulation protein AD
CLO1313_RS06990,Clo1313_1380,spoIIIAE,stage III sporulation protein AE
CLO1313_RS06995,Clo1313_1381,spoIIIAF,stage III sporulation protein AF
CLO1313_RS07000,Clo1313_1382,spoIIIAG,stage III sporulation protein AG
CLO1313_RS07005,Clo1313_1383,,SpoIIIAH-like family protein
CLO1313_RS07010,Clo1313_1384,,Asp23/Gls24 family envelope stress response protein
CLO1313_RS07015,Clo1313_1385,,alkaline shock response membrane anchor protein AmaP
CLO1313_RS07020,Clo1313_1386,,DUF2273 domain-containing protein
CLO1313_RS07025,Clo1313_1387,nusB,N utilization substance protein B
CLO1313_RS07030,Clo1313_1388,,exodeoxyribonuclease VII large subunit
CLO1313_RS07035,Clo1313_1389,,exodeoxyribonuclease VII small subunit
CLO1313_RS07040,Clo1313_1390,,polyprenyl synthetase family protein
CLO1313_RS07045,Clo1313_1391,,divergent PAP2 family protein
CLO1313_RS07050,Clo1313_1392,,hypothetical protein
CLO1313_RS07055,Clo1313_1393,dxs,1-deoxy-D-xylulose-5-phosphate synthase
CLO1313_RS07060,Clo1313_1394,,TlyA family rRNA (cytidine-2'-O)-methyltransferase
CLO1313_RS07065,Clo1313_1395,,hypothetical protein
CLO1313_RS07070,Clo1313_1396,,endoglucanase
CLO1313_RS07075,Clo1313_1397,,copper amine oxidase
CLO1313_RS07080,Clo1313_1398,,coagulation factor 5/8 type domain protein
CLO1313_RS07085,Clo1313_1399,,hypothetical protein
CLO1313_RS07090,Clo1313_1400,,hypothetical protein
CLO1313_RS07095,Clo1313_1401,,ABC transporter ATP-binding protein
CLO1313_RS07100,Clo1313_1402,,hypothetical protein
CLO1313_RS07105,Clo1313_1404,,diguanylate cyclase
CLO1313_RS07110,Clo1313_1405,,NAD(+) kinase
CLO1313_RS07115,Clo1313_1406,,arginine repressor
CLO1313_RS07120,Clo1313_1407,recN,DNA repair protein RecN
CLO1313_RS07125,Clo1313_1408,spoIVB,SpoIVB peptidase
CLO1313_RS07130,Clo1313_1409,spo0A,sporulation transcription factor Spo0A
CLO1313_RS07135,Clo1313_1410,,response regulator
CLO1313_RS07140,Clo1313_1411,,chemotaxis protein CheA
CLO1313_RS07145,Clo1313_1412,,chemotaxis protein CheW
CLO1313_RS07150,Clo1313_1413,,chemotaxis protein CheR
CLO1313_RS07155,Clo1313_1414,,chemotaxis response regulator protein-glutamate methylesterase
CLO1313_RS07160,Clo1313_1415,,hybrid sensor histidine kinase/response regulator
CLO1313_RS07165,Clo1313_1416,,DNA-binding response regulator
CLO1313_RS07170,Clo1313_1417,,MerR family transcriptional regulator
CLO1313_RS07175,Clo1313_1418,,RluA family pseudouridine synthase
CLO1313_RS07180,Clo1313_1419,,hypothetical protein
CLO1313_RS07185,Clo1313_1421,,IS256 family transposase ISCth4
CLO1313_RS07190,Clo1313_1422,,two-component sensor histidine kinase
CLO1313_RS07195,Clo1313_1423,,DNA-binding response regulator
CLO1313_RS07200,Clo1313_1424,,lipase
CLO1313_RS07205,Clo1313_1425,,glycoside hydrolase
CLO1313_RS07210,,,hypothetical protein
CLO1313_RS07215,Clo1313_1426,,alpha-glycosidase
CLO1313_RS07220,Clo1313_1427,,hypothetical protein
CLO1313_RS07225,Clo1313_1428,,hypothetical protein
CLO1313_RS07230,Clo1313_1429,,YggS family pyridoxal phosphate-dependent enzyme
CLO1313_RS07235,Clo1313_1430,,cell division protein SepF
CLO1313_RS07240,Clo1313_1431,,YggT family protein
CLO1313_RS07245,Clo1313_1432,,RNA-binding protein S4
CLO1313_RS07250,Clo1313_1433,,septum formation initiator
CLO1313_RS07255,Clo1313_1434,,isoleucine--tRNA ligase
CLO1313_RS07260,Clo1313_1435,,3-dehydroquinate synthase
CLO1313_RS07265,Clo1313_1436,,hypothetical protein
CLO1313_RS07270,Clo1313_1437,,hypothetical protein
CLO1313_RS07275,Clo1313_1438,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
CLO1313_RS07280,Clo1313_1439,,hypothetical protein
CLO1313_RS07285,Clo1313_1440,,methyl-accepting chemotaxis protein
CLO1313_RS07290,Clo1313_1441,,GNAT family N-acetyltransferase
CLO1313_RS07295,Clo1313_1442,,HAD family phosphatase
CLO1313_RS07300,Clo1313_1443,,copper amine oxidase
CLO1313_RS07305,Clo1313_1444,,YlbF family regulator
CLO1313_RS07310,Clo1313_1445,,DNA mismatch repair protein MutS
CLO1313_RS07315,Clo1313_1446,,DNA mismatch repair protein MutL
CLO1313_RS07320,Clo1313_1447,,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
CLO1313_RS07325,Clo1313_1448,,RNA chaperone Hfq
CLO1313_RS07330,Clo1313_1449,,LexA repressor
CLO1313_RS07335,Clo1313_1450,,LysM peptidoglycan-binding domain-containing protein
CLO1313_RS07340,Clo1313_1451,,hypothetical protein
CLO1313_RS07345,Clo1313_1452,,signal recognition particle protein
CLO1313_RS07350,Clo1313_1453,,30S ribosomal protein S16
CLO1313_RS07355,Clo1313_1454,,hypothetical protein
CLO1313_RS07360,Clo1313_1455,,ribosome maturation factor RimM
CLO1313_RS07365,Clo1313_1456,,tRNA (guanosine(37)-N1)-methyltransferase TrmD
CLO1313_RS07370,Clo1313_1457,rplS,50S ribosomal protein L19
CLO1313_RS07375,Clo1313_1458,lepB,signal peptidase I
CLO1313_RS07380,Clo1313_1459,ylqF,ribosome biogenesis GTPase YlqF
CLO1313_RS07385,Clo1313_1460,,lactate utilization protein
CLO1313_RS07390,Clo1313_1461,,ribonuclease HII
CLO1313_RS07395,Clo1313_1462,,flagellar hook-length control protein FliK
CLO1313_RS07400,Clo1313_1463,,FlhB domain protein
CLO1313_RS07405,Clo1313_1464,,YraN family protein
CLO1313_RS07410,Clo1313_1465,,DNA repair protein RadC
CLO1313_RS07415,Clo1313_1466,,peptidase
CLO1313_RS07420,Clo1313_1467,,pyridoxal phosphate-dependent aminotransferase
CLO1313_RS07425,Clo1313_1468,,hypothetical protein
CLO1313_RS07430,Clo1313_1469,,hypothetical protein
CLO1313_RS07435,Clo1313_1470,,hypothetical protein
CLO1313_RS07440,Clo1313_1471,,Cro/Cl family transcriptional regulator
CLO1313_RS07445,Clo1313_1472,,spermidine/putrescine ABC transporter ATP-binding protein
CLO1313_RS07450,Clo1313_1473,,ABC transporter permease
CLO1313_RS07455,Clo1313_1474,,ABC transporter permease
CLO1313_RS07460,Clo1313_1475,,spermidine/putrescine ABC transporter substrate-binding protein
CLO1313_RS07465,Clo1313_1476,,hypothetical protein
CLO1313_RS07470,Clo1313_1477,,endoglucanase
CLO1313_RS07475,Clo1313_1478,,copper amine oxidase
CLO1313_RS07480,Clo1313_1479,,MATE family efflux transporter
CLO1313_RS07485,Clo1313_1480,,hypothetical protein
CLO1313_RS07490,Clo1313_1481,,adenylosuccinate lyase
CLO1313_RS07495,Clo1313_1482,,GntR family transcriptional regulator
CLO1313_RS07500,Clo1313_1483,,hypothetical protein
CLO1313_RS07505,Clo1313_1484,,copper chaperone CopZ
CLO1313_RS07510,Clo1313_1486,,phosphopantetheine-protein transferase
CLO1313_RS07515,Clo1313_1487,,cellulosome anchoring protein cohesin region
CLO1313_RS07520,Clo1313_1488,,cellulosome anchoring protein cohesin region
CLO1313_RS07525,Clo1313_1489,,peptidase M23
CLO1313_RS07530,Clo1313_1490,,PilZ domain-containing protein
CLO1313_RS07535,Clo1313_1491,,chorismate synthase
CLO1313_RS07540,Clo1313_1492,,shikimate kinase
CLO1313_RS07545,Clo1313_1493,,DUF4956 domain-containing protein
CLO1313_RS07550,Clo1313_1494,,LuxR family transcriptional regulator
CLO1313_RS07555,Clo1313_1495,,tyrosine recombinase XerC
CLO1313_RS07560,Clo1313_1496,,LytR family transcriptional regulator
CLO1313_RS07565,Clo1313_1497,,aminopeptidase
CLO1313_RS07570,Clo1313_1498,,phosphodiesterase
CLO1313_RS07575,Clo1313_1499,,histidinol phosphate phosphatase
CLO1313_RS07580,Clo1313_1500,,tyrosine--tRNA ligase
CLO1313_RS07585,Clo1313_1501,,tRNA 2-thiouridine(34) synthase MnmA
CLO1313_RS07590,Clo1313_1502,nifU,Fe-S cluster assembly scaffold protein NifU
CLO1313_RS07595,Clo1313_1503,nifS,cysteine desulfurase NifS
CLO1313_RS07600,Clo1313_1504,,Rrf2 family transcriptional regulator
CLO1313_RS07605,Clo1313_1505,,hypothetical protein
CLO1313_RS07610,Clo1313_1507,,chemotaxis protein CheR
CLO1313_RS07615,Clo1313_1508,,nucleoside-diphosphate kinase
CLO1313_RS07620,Clo1313_1509,,S-adenosylmethionine decarboxylase proenzyme
CLO1313_RS15600,Clo1313_1510,,bifunctional 4-hydroxy-3-methylbut-2-enyl diphosphate reductase/30S ribosomal protein S1
CLO1313_RS07630,Clo1313_1511,,1-acyl-sn-glycerol-3-phosphate acyltransferase
CLO1313_RS07635,Clo1313_1512,,(d)CMP kinase
CLO1313_RS07640,Clo1313_1513,aroH,chorismate mutase
CLO1313_RS07645,Clo1313_1514,,hypothetical protein
CLO1313_RS07650,Clo1313_1515,,hypothetical protein
CLO1313_RS07655,Clo1313_1516,,NAD(P)/FAD-dependent oxidoreductase
CLO1313_RS07660,Clo1313_1517,,histidine phosphatase family protein
CLO1313_RS07665,Clo1313_1518,,MurR/RpiR family transcriptional regulator
CLO1313_RS15605,Clo1313_1519,,DUF4264 domain-containing protein
CLO1313_RS07670,Clo1313_1520,,hypothetical protein
CLO1313_RS07675,Clo1313_1521,,hypothetical protein
CLO1313_RS07680,Clo1313_1522,,hypothetical protein
CLO1313_RS07685,Clo1313_1523,,oxaloacetate decarboxylase
CLO1313_RS07690,Clo1313_1524,,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
CLO1313_RS07695,Clo1313_1525,,hypothetical protein
CLO1313_RS07700,Clo1313_1526,,methylmalonyl-CoA carboxyltransferase
CLO1313_RS07705,Clo1313_1527,,PilZ domain-containing protein
CLO1313_RS07710,Clo1313_1528,mraW,methyltransferase domain-containing protein
CLO1313_RS07715,Clo1313_1529,speB,agmatinase
CLO1313_RS07720,Clo1313_1530,,polyamine aminopropyltransferase
CLO1313_RS07725,Clo1313_1531,,rRNA pseudouridine synthase
CLO1313_RS07730,Clo1313_1532,ytfJ,sporulation protein YtfJ
CLO1313_RS07735,Clo1313_1533,,DUF2953 domain-containing protein
CLO1313_RS07740,Clo1313_1534,,RDD family protein
CLO1313_RS07745,Clo1313_1535,scpB,SMC-Scp complex subunit ScpB
CLO1313_RS07750,Clo1313_1536,,condensin subunit ScpA
CLO1313_RS07755,Clo1313_1537,trpS,tryptophan--tRNA ligase
CLO1313_RS07760,Clo1313_1538,,site-2 protease family protein
CLO1313_RS07765,Clo1313_1539,,polynucleotide adenylyltransferase
CLO1313_RS07770,Clo1313_1540,lysA,diaminopimelate decarboxylase
CLO1313_RS07775,Clo1313_1541,,hypothetical protein
CLO1313_RS07780,Clo1313_1542,,inosine 5-monophosphate dehydrogenase
CLO1313_RS07785,Clo1313_1543,,lysine transporter LysE
CLO1313_RS07790,Clo1313_1544,,D-alanyl-D-alanine carboxypeptidase
CLO1313_RS07795,Clo1313_1545,deoA,pyrimidine-nucleoside phosphorylase
CLO1313_RS07800,Clo1313_1546,,phosphopentomutase
CLO1313_RS07805,Clo1313_1547,,site-specific tyrosine recombinase XerD
CLO1313_RS07810,Clo1313_1548,spoIIM,stage II sporulation protein M
CLO1313_RS07815,Clo1313_1549,,NUDIX hydrolase
CLO1313_RS07820,Clo1313_1550,,ribonuclease H
CLO1313_RS07825,Clo1313_1551,,pyrroline-5-carboxylate reductase
CLO1313_RS07835,Clo1313_1552,,hypothetical protein
CLO1313_RS07840,Clo1313_1553,,germination protein
CLO1313_RS07845,Clo1313_1555,,Ger(x)C family spore germination protein
CLO1313_RS07850,Clo1313_1556,,germination protein
CLO1313_RS07855,Clo1313_1557,,spore germination protein
CLO1313_RS07860,Clo1313_1558,,protease modulator HflC
CLO1313_RS07865,Clo1313_1559,hflK,FtsH protease activity modulator HflK
CLO1313_RS07870,Clo1313_1560,,hypothetical protein
CLO1313_RS07880,Clo1313_1561,,DUF4352 domain-containing protein
CLO1313_RS07885,,,hypothetical protein
CLO1313_RS07890,Clo1313_1563,,hypothetical protein
CLO1313_RS07895,Clo1313_1564,,glycoside hydrolase
CLO1313_RS07900,Clo1313_1565,,hypothetical protein
CLO1313_RS07905,Clo1313_1566,,hypothetical protein
CLO1313_RS07910,Clo1313_1567,,hypothetical protein
CLO1313_RS07915,Clo1313_1569,,pilus assembly protein PilM
CLO1313_RS07920,Clo1313_1570,,cysteine desulfurase
CLO1313_RS07925,Clo1313_1571,,[FeFe] hydrogenase H-cluster radical SAM maturase HydG
CLO1313_RS07930,Clo1313_1572,,CopG family transcriptional regulator
CLO1313_RS07935,Clo1313_1573,,4-oxalocrotonate tautomerase
CLO1313_RS07940,Clo1313_1574,,hypothetical protein
CLO1313_RS07945,Clo1313_1575,,hypothetical protein
CLO1313_RS07950,Clo1313_1576,,hypothetical protein
CLO1313_RS07955,Clo1313_1577,,hypothetical protein
CLO1313_RS07965,Clo1313_1578,,glutamate--tRNA ligase
CLO1313_RS07970,Clo1313_1579,,anaerobic ribonucleoside-triphosphate reductase activating protein
CLO1313_RS07975,Clo1313_1580,,ribonucleoside triphosphate reductase
CLO1313_RS07980,Clo1313_1581,,5-methyltetrahydrofolate--homocysteine methyltransferase
CLO1313_RS07985,Clo1313_1582,,methionine synthase
CLO1313_RS07990,Clo1313_1583,,hypothetical protein
CLO1313_RS07995,Clo1313_1584,,hypothetical protein
CLO1313_RS08000,Clo1313_1585,,spore coat protein
CLO1313_RS08005,Clo1313_1586,,hypothetical protein
CLO1313_RS08010,Clo1313_1587,,dockerin
CLO1313_RS08015,Clo1313_1588,,glycoside hydrolase
CLO1313_RS08020,Clo1313_1589,essC,type VII secretion protein EssC
CLO1313_RS08025,Clo1313_1590,,WXG100 family type VII secretion target
CLO1313_RS08030,Clo1313_1591,,hypothetical protein
CLO1313_RS08035,Clo1313_1592,,serine/threonine-protein phosphatase
CLO1313_RS08040,Clo1313_1593,,serine/threonine protein kinase
CLO1313_RS08045,Clo1313_1594,,hypothetical protein
CLO1313_RS08050,Clo1313_1595,,hypothetical protein
CLO1313_RS08055,Clo1313_1596,,hypothetical protein
CLO1313_RS08060,Clo1313_1597,,hypothetical protein
CLO1313_RS08065,Clo1313_1598,,hypothetical protein
CLO1313_RS08070,Clo1313_1599,,CpaF family protein
CLO1313_RS08075,Clo1313_1600,,hypothetical protein
CLO1313_RS08080,Clo1313_1601,,hypothetical protein
CLO1313_RS08085,Clo1313_1602,,hypothetical protein
CLO1313_RS08090,Clo1313_1603,,endoglucanase
CLO1313_RS08095,Clo1313_1604,,glycoside hydrolase
CLO1313_RS08100,Clo1313_1605,,conjugal transfer protein TraR
CLO1313_RS08105,Clo1313_1606,,S-methyl-5'-thioadenosine phosphorylase
CLO1313_RS08110,Clo1313_1607,mtnA,S-methyl-5-thioribose-1-phosphate isomerase
CLO1313_RS08115,Clo1313_1608,,metal-dependent transcriptional regulator
CLO1313_RS08120,Clo1313_1609,,ferrous iron transport protein A
CLO1313_RS08125,Clo1313_1610,feoB,ferrous iron transport protein B
CLO1313_RS15610,Clo1313_1611,,FeoB-associated Cys-rich membrane protein
CLO1313_RS08130,Clo1313_1612,,replication-associated recombination protein A
CLO1313_RS08135,Clo1313_1613,,ACT domain-containing protein
CLO1313_RS08140,Clo1313_1614,,phenylacetate--CoA ligase
CLO1313_RS08145,Clo1313_1615,iorB,indolepyruvate oxidoreductase
CLO1313_RS08150,Clo1313_1616,iorA,indolepyruvate ferredoxin oxidoreductase subunit alpha
CLO1313_RS08155,Clo1313_1617,,sodium:solute symporter
CLO1313_RS08160,Clo1313_1618,,MBL fold hydrolase
CLO1313_RS08165,Clo1313_1619,,histidinol-phosphate transaminase
CLO1313_RS08170,Clo1313_1620,,M42 family peptidase
CLO1313_RS08175,Clo1313_1621,,M42 family peptidase
CLO1313_RS08180,Clo1313_1622,,M42 family peptidase
CLO1313_RS08185,Clo1313_1623,,DNA internalization-related competence protein ComEC/Rec2
CLO1313_RS08190,Clo1313_1624,,peptidoglycan endopeptidase
CLO1313_RS08195,Clo1313_1625,,hypothetical protein
CLO1313_RS08200,Clo1313_1626,,N-acetyltransferase
CLO1313_RS08205,Clo1313_1627,,phosphomethylpyrimidine synthase ThiC
CLO1313_RS08210,Clo1313_1628,,thiamine phosphate synthase
CLO1313_RS08215,Clo1313_1629,thiF,thiamine biosynthesis protein ThiF
CLO1313_RS08220,Clo1313_1630,,2-iminoacetate synthase ThiH
CLO1313_RS08225,Clo1313_1631,,thiazole synthase
CLO1313_RS08230,Clo1313_1632,thiS,thiamine biosynthesis protein ThiS
CLO1313_RS08235,Clo1313_1633,,YihA family ribosome biogenesis GTP-binding protein
CLO1313_RS08240,Clo1313_1634,,hypothetical protein
CLO1313_RS08245,Clo1313_1636,,hypothetical protein
CLO1313_RS08250,Clo1313_1637,,copper amine oxidase
CLO1313_RS08255,Clo1313_1638,,class I SAM-dependent methyltransferase
CLO1313_RS15455,Clo1313_1639,,copper amine oxidase
CLO1313_RS08270,,,IS3 family transposase
CLO1313_RS08275,,,IS3 family transposase
CLO1313_RS15615,,,IS3 family transposase
CLO1313_RS08285,Clo1313_1642,,hypothetical protein
CLO1313_RS08290,Clo1313_1643,,recombinase family protein
CLO1313_RS08295,Clo1313_1644,,hypothetical protein
CLO1313_RS08300,Clo1313_1645,,DEAD/DEAH box helicase
CLO1313_RS08305,,,biotin carboxylase
CLO1313_RS08315,Clo1313_1647,,NINE protein
CLO1313_RS08320,Clo1313_1648,,resolvase
CLO1313_RS08325,Clo1313_1649,,hypothetical protein
CLO1313_RS15620,Clo1313_1650,,DNA-binding protein
CLO1313_RS08335,,,IS3 family transposase
CLO1313_RS08340,Clo1313_1652,,helix-turn-helix domain-containing protein
